ifInOctets11_diff,ifOutOctets11_diff,ifInUcastPkts11_diff,ifOutUcastPkts11_diff,tcpOutRsts_diff,tcpInSegs_diff,tcpOutSegs_diff,tcpPassiveOpens_diff,tcpRetransSegs_diff,tcpCurrEstab_diff,tcpActiveOpens_diff,udpInDatagrams_diff,udpOutDatagrams_diff,udpNoPorts_diff,ipInReceives_diff,ipInDelivers_diff,ipOutRequests_diff,icmpInMsgs_diff,icmpOutMsgs_diff,icmpOutDestUnreachs_diff,icmpInEchos_diff,icmpOutEchoReps_diff,class
580240,93988,565,243,0,129,138,0,0,1,1,384,166,0,410,410,215,0,0,0,0,0,normal
290566,70295,351,151,0,114,116,0,0,0,0,500,150,0,565,565,228,0,0,0,0,0,normal
532308,47292,480,164,0,99,102,0,1,0,0,320,154,0,367,367,198,0,0,0,0,0,normal
277802,42952,311,144,0,93,96,0,1,0,0,521,190,0,573,573,244,0,0,0,0,0,normal
530365,22307,461,121,0,91,91,0,0,0,0,315,136,0,362,362,180,0,0,0,0,0,normal
298899,44476,320,131,0,103,104,0,0,0,1,500,164,0,565,565,229,0,0,0,0,0,normal
548823,39484,544,190,0,107,106,0,0,0,0,325,146,0,380,380,197,0,0,0,0,0,normal
285800,48237,305,140,0,104,102,0,1,0,1,349,175,0,609,609,269,0,0,0,0,0,normal
283262,40697,327,154,0,117,116,0,0,0,0,496,164,0,381,381,204,0,0,0,0,0,normal
559552,38613,541,155,0,99,97,0,0,0,0,413,116,0,362,362,161,0,0,0,0,0,normal
261734,17733,278,93,0,108,108,0,0,0,0,491,152,0,553,553,216,0,0,0,0,0,normal
283106,23351,281,101,0,87,86,0,0,0,0,335,175,0,392,392,225,0,0,0,0,0,normal
538876,63345,544,216,0,101,105,0,0,-3,0,283,122,0,541,541,211,0,0,0,0,0,normal
278294,32265,272,102,0,89,89,0,1,0,0,529,180,0,368,368,193,0,0,0,0,0,normal
279492,26302,287,104,0,92,94,0,0,-5,0,300,155,0,348,348,202,0,0,0,0,0,normal
534571,52286,518,197,0,93,92,0,0,0,0,508,162,0,570,570,224,0,0,0,0,0,normal
396653,30452,366,115,0,96,95,0,0,-1,1,345,185,0,397,397,232,0,0,0,0,0,normal
429887,48957,455,189,0,113,115,0,3,0,0,566,160,0,580,580,221,0,0,0,0,0,normal
450488,61626,480,179,0,238,240,0,0,-1,0,334,110,0,622,622,438,0,0,0,0,0,normal
1457193,64477,1311,554,0,746,687,0,0,0,0,507,163,0,1218,1218,802,0,0,0,0,0,normal
1823064,98431,1571,571,0,303,285,0,0,1,1,297,144,0,435,435,267,0,0,0,0,0,normal
436943,54516,426,164,26,309,314,10,1,1,32,530,189,0,636,636,295,0,0,0,0,0,normal
288952,32646,293,115,0,64,64,0,0,0,1,284,132,0,348,348,197,0,0,0,0,0,normal
541630,59144,520,189,36,134,143,0,1,-12,32,567,174,0,595,595,242,0,0,0,0,0,normal
291899,43330,333,142,8,48,49,0,0,0,8,362,181,0,384,384,214,0,0,0,0,0,normal
1074833,78442,946,244,8,67,68,0,0,1,9,841,211,0,1349,1349,314,0,0,0,0,0,normal
965108,49284,888,207,0,28,28,0,1,0,0,1309,244,0,758,758,211,0,0,0,0,0,normal
1341415,38908,1104,219,4,38,36,0,0,-1,4,676,177,0,712,712,222,0,0,0,0,0,normal
641969,27973,573,145,4,45,49,0,0,1,5,1118,233,0,1131,1131,255,0,0,0,0,0,normal
1285784,53481,1062,234,0,21,21,0,1,0,0,534,168,0,561,561,194,0,0,0,0,0,normal
721831,52115,658,194,0,75,71,0,0,3,3,1201,246,0,1273,1273,322,0,0,0,0,0,normal
727303,24183,626,240,0,17,18,0,0,0,0,739,167,0,663,663,175,0,0,0,0,0,normal
1425453,81177,1195,141,4,26,25,0,0,0,4,618,182,0,638,638,199,0,0,0,0,0,normal
754288,41237,637,151,4,34,37,0,0,0,4,1236,269,0,1269,1269,301,0,0,0,0,0,normal
722695,30795,1239,255,0,30,27,0,0,0,0,705,160,0,680,680,190,0,0,0,0,0,normal
1472661,47298,631,130,0,24,24,0,2,0,0,1270,264,0,1254,1254,282,0,0,0,0,0,normal
761050,32298,631,141,0,20,20,0,0,0,0,642,206,0,666,666,237,0,0,0,0,0,normal
1474417,97177,1285,340,0,63,60,0,1,1,1,1259,271,0,1272,1272,325,0,0,0,0,0,normal
698658,37703,595,144,0,38,40,0,1,0,1,704,193,0,748,748,241,0,0,0,0,0,normal
1506592,64621,1264,287,0,30,30,0,0,0,0,1215,257,0,1248,1248,288,0,0,0,0,0,normal
768880,37766,656,161,4,47,49,0,2,0,5,595,166,0,645,645,217,0,0,0,0,0,normal
1506240,100863,1323,347,4,51,62,0,0,0,4,826,246,0,1209,1209,338,0,0,0,0,0,normal
660576,40532,562,136,0,15,15,0,0,-1,0,1182,238,0,779,779,186,0,0,0,0,0,normal
825445,39526,699,342,0,178,176,0,2,0,0,587,148,0,890,890,433,0,0,0,0,0,normal
2822321,108338,2399,626,0,685,662,0,0,0,0,1296,271,0,1806,1806,818,0,0,0,0,0,normal
1499709,78971,1683,456,0,27,33,0,2,-1,0,678,183,0,1193,1193,302,0,0,0,0,0,normal
1178453,45612,547,161,0,87,99,2,8,4,3,1167,265,0,722,722,232,0,0,0,0,0,normal
775128,45968,1158,270,0,44,48,0,0,0,0,571,178,0,588,588,197,0,0,0,0,0,normal
1375492,65557,699,197,0,60,60,0,0,1,1,1233,279,0,1281,1281,325,0,0,0,0,0,normal
698800,25037,592,122,0,119,122,3,0,6,4,707,190,0,805,805,284,0,0,0,0,0,normal
1483445,105486,1279,309,0,98,97,0,0,1,1,1201,261,0,1282,1282,322,0,0,0,0,0,normal
779300,36742,667,156,0,84,88,0,1,0,0,751,148,0,721,721,206,0,0,0,0,0,normal
1505956,45623,1255,238,0,64,65,0,0,0,0,1220,274,0,1253,1253,314,0,0,0,0,0,normal
1031263,36952,851,187,0,68,75,0,4,-5,0,620,150,0,675,675,212,0,0,0,0,0,normal
999120,28498,824,171,0,82,80,0,2,0,0,602,207,0,672,672,273,0,0,0,0,0,normal
1188866,111565,1043,304,0,69,68,0,0,0,0,1274,278,0,1311,1311,315,0,0,0,0,0,normal
1169339,27194,942,165,0,71,71,0,0,0,0,669,156,0,719,719,202,0,0,0,0,0,normal
659349,30801,576,144,0,64,64,0,0,0,0,1148,257,0,1197,1197,305,0,0,0,0,0,normal
1369837,45309,1135,233,0,72,72,0,0,0,0,589,154,0,634,634,196,0,0,0,0,0,normal
721597,32848,613,131,0,70,72,0,0,0,0,704,169,0,1172,1172,297,0,0,0,0,0,normal
611076,22047,547,115,0,84,83,0,2,0,1,1158,215,0,699,699,206,0,0,0,0,0,normal
1332076,56207,1140,245,0,64,64,0,0,0,0,582,175,0,622,622,225,0,0,0,0,0,normal
745320,53487,654,177,0,109,102,0,0,1,1,1146,239,0,1220,1220,303,0,0,0,0,0,normal
668765,64702,1164,277,0,85,89,0,1,0,0,678,221,0,741,741,284,0,0,0,0,0,normal
1367253,60495,601,184,0,176,166,0,1,0,0,1240,270,0,1476,1476,528,0,0,0,0,0,normal
1417837,70839,1290,784,0,554,526,0,0,-1,1,623,164,0,1033,1033,548,0,0,0,0,0,normal
1861708,80410,1563,168,0,76,80,0,3,-4,0,1612,385,0,1783,1783,456,0,0,0,0,0,normal
8388309,150260,6854,979,0,66,67,0,0,0,0,6017,811,0,5893,5893,837,0,0,0,0,0,normal
623392,23959,551,112,0,70,69,0,0,-1,0,1174,230,0,1193,1193,272,0,0,0,0,0,normal
1485006,50519,1220,240,0,75,75,0,0,0,0,630,170,0,1274,1274,301,0,0,0,0,0,normal
772330,67685,1261,264,0,93,100,0,0,0,0,1242,244,0,715,715,230,0,0,0,0,0,normal
1482604,38178,639,149,0,109,113,0,1,0,2,689,207,0,1136,1136,367,0,0,0,0,0,normal
2290392,95634,1790,443,0,397,318,0,3,2,1,1121,247,0,1142,1142,467,0,0,0,0,0,normal
1412556,89520,1216,304,0,127,133,0,0,1,1,636,197,0,919,919,443,0,0,0,0,0,normal
1353940,91703,1274,606,0,698,670,0,0,0,0,1213,288,0,1866,1866,913,0,0,0,0,0,normal
3041415,125277,2536,770,0,436,415,0,0,0,0,759,177,0,1302,1302,478,0,0,0,0,0,normal
626849,47929,588,171,0,96,92,0,0,2,2,1186,293,0,915,915,294,0,0,0,0,0,normal
1489323,84812,1293,318,0,66,66,0,0,0,0,651,190,0,694,694,236,0,0,0,0,0,normal
699823,38405,601,144,0,93,93,0,0,0,0,1100,242,0,1169,1169,299,0,0,0,0,0,normal
648228,63454,1147,246,0,66,66,0,0,0,0,651,159,0,699,699,207,0,0,0,0,0,normal
1469825,54403,651,177,0,75,74,0,0,0,0,1320,283,0,1383,1383,341,0,0,0,0,0,normal
898095,64012,804,225,0,97,95,0,1,0,2,594,201,0,661,661,260,0,0,0,0,0,normal
1315264,69616,1113,267,0,93,98,0,1,-1,0,1218,276,0,1317,1317,372,0,0,0,0,0,normal
759680,50631,695,213,0,107,117,0,0,1,1,667,203,0,726,726,281,0,0,0,0,0,normal
1410650,100569,1250,345,0,93,106,0,0,0,0,1308,290,0,1309,1309,349,0,0,0,0,0,normal
764991,34378,662,146,0,84,91,0,1,0,1,655,187,0,693,693,244,0,0,0,0,0,normal
1488175,66149,1281,312,0,78,84,0,0,0,0,932,237,0,1269,1269,337,0,0,0,0,0,normal
645117,28536,549,127,0,63,61,0,0,0,0,917,195,0,687,687,199,0,0,0,0,0,normal
1222802,69690,1344,407,0,259,267,0,2,0,0,589,167,0,1431,1431,534,0,0,0,0,0,normal
2366324,111403,1652,481,0,568,522,0,0,-2,1,1156,268,0,1318,1318,847,0,0,0,0,0,normal
2804358,138930,2355,749,0,353,353,0,1,0,1,1212,319,0,1389,1389,426,0,0,0,0,0,normal
717969,49540,1316,319,16,260,276,11,0,11,26,809,198,0,890,890,351,0,0,0,0,0,normal
1489300,63326,582,128,0,85,83,0,1,0,0,1200,226,0,1197,1197,270,0,0,0,0,0,normal
739286,25818,637,140,0,79,81,0,0,-2,1,604,191,0,674,674,257,0,0,0,0,0,normal
1407329,59151,1198,281,0,82,81,0,0,-1,0,1187,265,0,1235,1235,312,0,0,0,0,0,normal
668224,34796,555,133,0,99,105,0,1,1,1,632,176,0,714,714,241,0,0,0,0,0,normal
1189635,126932,1340,445,6,225,218,0,7,6,9,603,176,0,997,997,405,0,0,0,0,0,normal
1051120,55398,699,176,0,124,125,0,0,0,0,1199,250,0,1261,1261,418,0,0,0,0,0,normal
1800944,145151,2490,862,0,703,625,0,0,0,0,767,263,0,1992,1992,993,0,0,0,0,0,normal
3129709,75545,1739,592,0,508,489,0,0,0,0,1153,236,0,950,950,469,0,0,0,0,0,normal
1373566,55189,1168,244,20,187,193,6,0,-2,22,1214,253,0,1293,1293,391,0,0,0,0,0,normal
1375640,66499,1178,269,1,170,182,1,0,0,3,626,168,0,661,661,235,0,0,0,0,0,normal
681922,39697,593,151,0,104,105,0,2,0,0,1094,237,0,1166,1166,302,0,0,0,0,0,normal
648531,27206,1117,245,0,80,78,0,0,-1,0,614,170,0,694,694,246,0,0,0,0,0,normal
1389072,64776,640,186,0,109,118,0,1,1,1,1254,270,0,1343,1343,345,0,0,0,0,0,normal
822156,70023,706,174,2,69,70,0,1,0,2,642,179,0,674,674,211,0,0,0,0,0,normal
1488421,55605,1256,273,0,71,69,0,0,0,0,1140,257,0,1270,1270,321,0,0,0,0,0,normal
674934,36859,596,165,0,86,90,0,0,0,1,732,174,0,717,717,221,0,0,0,0,0,normal
1271381,29563,1043,205,0,70,71,0,0,0,0,645,151,0,600,600,201,0,0,0,0,0,normal
813971,43207,747,172,0,97,96,0,0,0,0,1198,267,0,1244,1244,333,0,0,0,0,0,normal
1212793,50591,1022,233,0,65,65,0,0,0,0,666,203,0,715,715,252,0,0,0,0,0,normal
792506,52950,706,209,0,84,89,0,0,-1,0,1118,259,0,1209,1209,342,0,0,0,0,0,normal
1683544,103101,1512,542,0,684,702,0,0,6,8,575,181,0,1344,1344,960,0,0,0,0,0,normal
2936667,130283,2513,981,0,829,778,0,0,0,0,1219,262,0,2131,2131,1121,0,0,0,0,0,normal
2967874,112139,2567,832,0,444,443,0,0,-1,1,1165,281,0,1390,1390,513,0,0,0,0,0,normal
1514221,87284,1169,294,21,276,296,7,0,0,24,651,164,0,749,749,260,0,0,0,0,0,normal
726432,31321,639,142,0,90,92,0,0,0,0,1283,270,0,1306,1306,334,0,0,0,0,0,normal
776336,40502,653,254,0,67,66,0,0,0,0,556,150,0,632,632,223,0,0,0,0,0,normal
1400355,62129,1199,181,0,77,77,0,1,1,1,1190,264,0,1217,1217,296,0,0,0,0,0,normal
643730,58151,573,162,0,111,121,0,2,-4,0,679,173,0,771,771,249,0,0,0,0,0,normal
1534737,57185,1289,274,0,84,85,0,0,0,0,1238,260,0,1311,1311,333,0,0,0,0,0,normal
736725,33523,630,151,0,89,90,0,2,0,1,567,169,0,642,642,237,0,0,0,0,0,normal
1405339,99927,1254,358,0,106,112,0,0,0,0,727,230,0,1317,1317,370,0,0,0,0,0,normal
688563,29723,603,159,0,80,81,0,0,0,0,1230,276,0,769,769,263,0,0,0,0,0,normal
1300466,34021,1076,256,0,87,86,0,0,0,0,655,159,0,635,635,221,0,0,0,0,0,normal
864610,42863,777,147,0,84,84,0,1,0,1,1104,230,0,1179,1179,316,0,0,0,0,0,normal
1303518,79403,1156,365,0,515,454,0,3,0,0,657,190,0,1253,1253,712,0,0,0,0,0,normal
2682609,117010,2339,911,0,770,732,0,0,-2,0,1176,300,0,2008,2008,1112,0,0,0,0,0,normal
3021654,102253,2559,864,0,505,510,0,0,0,0,576,156,0,1133,1133,452,0,0,0,0,0,normal
902518,41706,628,123,0,68,69,0,0,-1,0,1137,243,0,890,890,259,0,0,0,0,0,normal
1437331,97370,1245,343,21,262,279,8,4,2,26,1009,287,0,1424,1424,450,0,0,0,0,0,normal
707156,30702,611,147,0,63,64,0,0,0,0,944,209,0,693,693,216,0,0,0,0,0,normal
1161748,42526,1047,215,0,70,73,0,2,0,0,546,142,0,599,599,209,0,0,0,0,0,normal
821493,28975,632,135,0,72,69,0,0,0,0,1180,242,0,1161,1161,271,0,0,0,0,0,normal
1329421,91503,1139,278,0,116,122,0,0,-2,0,627,207,0,713,713,288,0,0,0,0,0,normal
629056,39256,570,197,0,82,93,0,8,-5,1,1176,252,0,1231,1231,322,0,0,0,0,0,normal
1359338,50296,1130,243,0,69,69,0,0,0,0,683,175,0,735,735,222,0,0,0,0,0,normal
1031510,26040,846,152,0,74,71,0,0,0,0,1079,220,0,1275,1275,283,0,0,0,0,0,normal
1317093,59562,1107,231,0,72,70,0,0,0,0,901,254,0,809,809,289,0,0,0,0,0,normal
786863,41166,685,170,0,74,74,0,0,0,0,539,144,0,1090,1090,276,0,0,0,0,0,normal
1142839,46990,963,222,0,69,69,0,0,0,0,954,216,0,503,503,181,0,0,0,0,0,normal
755242,28653,639,149,0,85,82,0,2,-1,0,661,178,0,714,714,230,0,0,0,0,0,normal
609519,21712,522,123,0,90,99,0,0,0,0,1223,277,0,1328,1328,416,0,0,0,0,0,normal
2137361,125885,1921,705,0,520,491,0,0,0,0,580,176,0,1005,1005,574,0,0,0,0,0,normal
891981,37315,747,196,0,82,81,0,0,0,0,1191,266,0,1248,1248,320,0,0,0,0,0,normal
1502944,50075,1247,252,0,76,78,0,0,0,0,733,173,0,859,859,300,0,0,0,0,0,normal
1773515,53769,1503,373,0,779,662,0,5,3,10,1262,333,0,2282,2282,1145,0,0,0,0,0,normal
4900341,154660,3935,996,0,654,484,0,0,0,0,1091,253,0,1495,1495,540,0,0,0,0,0,normal
3539541,54036,2801,412,0,420,318,0,0,0,0,657,158,0,937,937,406,0,0,0,0,0,normal
2822425,89542,2331,429,1,213,208,0,0,-6,2,1711,511,0,1931,1931,725,0,0,0,0,0,normal
2045798,143390,1780,597,0,113,122,0,0,0,0,1253,320,0,1231,1231,331,0,0,0,0,0,normal
623261,18049,515,108,0,100,103,0,1,2,2,692,170,0,776,776,253,0,0,0,0,0,normal
1487848,73142,1280,327,0,96,102,0,0,0,1,1152,242,0,1218,1218,319,0,0,0,0,0,normal
720321,28376,604,140,0,97,107,0,2,1,2,612,177,0,690,690,254,0,0,0,0,0,normal
1522653,110449,1323,376,0,84,84,0,0,0,0,1349,366,0,1420,1420,434,0,0,0,0,0,normal
729734,71313,1293,322,20,269,284,9,0,4,27,670,174,0,807,807,318,0,0,0,0,0,normal
1526724,35884,685,160,36,170,170,0,0,-14,33,1353,266,0,1417,1417,387,0,0,0,0,0,normal
1495670,54924,1250,268,28,97,99,0,0,0,28,639,189,0,687,687,232,0,0,0,0,0,normal
807274,91553,735,227,0,304,314,7,0,14,9,1385,322,0,1455,1455,452,0,0,0,0,0,normal
1974172,109900,1651,367,1,95,104,0,0,-2,0,1017,238,0,1079,1079,291,0,0,0,0,0,normal
1346634,47270,1111,223,0,73,75,0,0,0,0,2100,379,0,2165,2165,448,0,0,0,0,0,normal
2681948,91773,2195,436,28,183,197,4,1,-4,32,2224,430,0,2363,2363,575,0,0,0,0,0,normal
2547169,91030,2099,421,10,169,177,2,0,-8,8,1067,267,0,1156,1156,352,0,0,0,0,0,normal
1362040,71976,1504,351,31,327,323,8,0,1,34,2176,400,0,2302,2302,575,0,0,0,0,0,normal
2573467,58877,1758,297,20,70,73,0,1,0,20,1105,225,0,1151,1151,283,0,0,0,0,0,normal
1373758,73179,1139,343,8,59,71,0,1,0,8,2149,387,0,2187,2187,414,0,0,0,0,0,normal
2568194,80270,2091,288,4,39,40,0,0,0,5,1080,229,0,1113,1113,262,0,0,0,0,0,normal
1263695,28895,1035,188,0,25,25,0,0,-1,0,2113,367,0,2100,2100,400,0,0,0,0,0,normal
1306181,38673,2114,369,8,42,42,0,0,0,8,1098,221,0,1122,1122,249,0,0,0,0,0,normal
2628720,57157,1078,199,0,36,37,0,0,0,0,1089,221,0,1343,1343,301,0,0,0,0,0,normal
1350297,43940,1134,243,0,56,55,0,1,-1,1,2180,438,0,2025,2025,458,0,0,0,0,0,normal
2479186,82234,2058,415,0,40,42,0,0,0,0,993,205,0,1025,1025,240,0,0,0,0,0,normal
1355047,41224,1143,231,4,70,71,0,0,0,4,2210,367,0,2178,2178,430,0,0,0,0,0,normal
1257710,27918,2060,359,4,36,33,0,0,0,4,1098,252,0,1120,1120,281,0,0,0,0,0,normal
2643420,75656,1170,246,0,35,39,0,0,-2,0,2193,375,0,2177,2177,407,0,0,0,0,0,normal
1315435,37249,1077,203,0,27,28,0,0,0,0,1031,231,0,1050,1050,261,0,0,0,0,0,normal
2581600,99764,2132,431,0,78,90,0,0,-1,0,2171,382,0,2329,2329,534,0,0,0,0,0,normal
1647048,52771,1362,458,0,441,427,0,0,0,1,1055,211,0,1498,1498,637,0,0,0,0,0,normal
4045968,121184,3388,918,0,602,551,0,0,0,0,1190,260,0,1868,1868,893,0,0,0,0,0,normal
2358339,124288,2000,848,0,553,548,0,1,0,0,1856,493,0,2263,2263,888,0,0,0,0,0,normal
1768820,95115,1551,361,4,133,137,0,0,6,10,194,73,0,192,192,168,0,0,0,0,0,normal
37393,20065,113,100,4,112,118,0,0,6,10,134,67,0,192,192,182,0,0,0,0,0,normal
66540,49105,237,189,0,52,48,0,1,1,1,158,73,0,143,143,117,0,0,0,0,0,normal
7571,5474,48,32,0,21,22,0,0,0,0,67,68,0,87,87,86,0,0,0,0,0,normal
12637,13519,59,57,0,44,43,0,0,0,0,61,51,0,102,102,96,0,0,0,0,0,normal
7624,3710,83,67,4,42,39,0,3,-3,0,67,58,0,100,100,97,0,0,0,0,0,normal
12637,15203,55,60,14,36,43,0,4,-8,0,121,126,0,166,166,180,0,0,0,0,0,normal
33922,38202,113,100,0,31,34,0,1,-1,0,151,85,0,130,130,114,0,0,0,0,0,normal
27649,24060,161,146,0,59,61,0,0,0,1,99,89,0,151,151,148,0,0,0,0,0,normal
26400,18943,89,44,4,46,44,0,0,0,4,134,64,0,117,117,104,0,0,0,0,0,normal
6097,5520,39,33,4,28,29,0,0,0,4,53,52,0,75,75,73,0,0,0,0,0,normal
6722,2991,46,74,0,53,49,0,0,0,0,100,66,0,140,140,115,0,0,0,0,0,normal
32073,58778,150,94,0,59,62,0,0,1,1,81,83,0,131,131,132,0,0,0,0,0,normal
6074,6179,43,38,0,28,28,0,0,0,0,66,66,0,103,103,100,0,0,0,0,0,normal
6102,3927,41,57,0,26,24,0,0,0,0,56,56,0,77,77,72,0,0,0,0,0,normal
16792,23780,83,63,0,39,39,0,0,0,0,102,105,0,141,141,142,0,0,0,0,0,normal
19201,11905,81,73,0,68,58,0,1,2,2,112,108,0,181,181,170,0,0,0,0,0,normal
60870,49650,193,153,4,43,44,0,0,0,4,187,119,0,162,162,149,0,0,0,0,0,normal
23347,21845,103,75,4,38,35,0,0,0,4,121,65,0,112,112,96,0,0,0,0,0,normal
2911,1805,26,19,0,29,31,0,0,-1,1,63,61,0,98,98,94,0,0,0,0,0,normal
17484,20110,93,85,0,29,31,0,0,0,0,59,58,0,92,92,89,0,0,0,0,0,normal
10098,22870,49,53,0,35,39,0,1,0,0,66,68,0,96,96,97,0,0,0,0,0,normal
10182,8444,52,43,0,41,35,0,1,0,1,109,108,0,154,154,147,0,0,0,0,0,normal
21032,20917,122,110,0,49,58,0,0,0,0,88,87,0,170,170,159,0,0,0,0,0,normal
250035,70096,314,299,0,445,437,0,0,0,0,61,61,0,580,580,566,0,0,0,0,0,normal
835305,94688,1531,809,0,636,592,0,0,0,0,100,96,0,738,738,693,0,0,0,0,0,normal
2456805,62452,1416,561,4,521,518,0,0,0,4,116,57,0,470,470,457,0,0,0,0,0,normal
4388,5105,29,29,4,41,42,0,0,0,4,52,52,0,93,93,94,0,0,0,0,0,normal
10580,15338,78,79,0,31,36,0,0,0,0,80,78,0,113,113,113,0,0,0,0,0,normal
15126,18164,49,52,0,36,38,0,3,0,0,58,61,0,90,90,90,0,0,0,0,0,normal
11626,23506,51,49,0,156,165,0,1,0,1,81,72,0,347,347,335,0,0,0,0,0,normal
944057,92593,1039,669,0,678,591,0,0,0,0,128,74,0,797,797,680,0,0,0,0,0,normal
1394075,60410,1216,515,0,770,711,0,0,0,0,128,96,0,847,847,797,0,0,0,0,0,normal
1472733,68201,1239,528,0,177,184,0,0,0,0,84,77,0,142,142,141,0,0,0,0,0,normal
16143,13784,80,76,4,29,30,0,1,0,4,73,69,0,97,97,96,0,0,0,0,0,normal
9540,30984,73,72,4,63,67,0,0,0,4,58,62,0,117,117,119,0,0,0,0,0,normal
11204,31105,65,74,0,207,210,0,0,-2,0,69,65,0,425,425,400,0,0,0,0,0,normal
1263787,78785,1301,758,0,731,665,0,0,0,0,151,95,0,826,826,759,0,0,0,0,0,normal
1786161,80941,1520,637,0,764,747,0,0,0,0,77,67,0,707,707,686,0,0,0,0,0,normal
789766,57925,723,372,0,88,91,0,1,0,0,89,97,0,172,172,182,0,0,0,0,0,normal
63425,41197,106,167,0,35,38,0,0,-1,0,163,164,0,196,196,193,0,0,0,0,0,normal
24778,22630,121,52,1,63,62,0,1,-1,1,100,69,0,131,131,124,0,0,0,0,0,normal
8495,10206,139,121,4,33,31,0,0,0,4,166,105,0,156,156,147,0,0,0,0,0,normal
74394,174937,147,161,4,48,48,0,1,0,4,216,201,0,242,242,230,0,0,0,0,0,normal
91006,6938,107,63,0,19,22,0,0,0,0,83,78,0,114,114,112,0,0,0,0,0,normal
9883,12136,75,72,0,40,41,0,0,0,0,67,67,0,93,93,92,0,0,0,0,0,normal
22798,24598,93,89,0,40,40,0,0,0,0,93,93,0,142,142,139,0,0,0,0,0,normal
13469,15218,108,99,0,66,63,0,0,0,0,74,70,0,138,138,133,0,0,0,0,0,normal
14394,17762,51,45,0,35,34,0,0,0,0,72,72,0,111,111,106,0,0,0,0,0,normal
11111,9512,68,64,0,47,49,0,1,0,0,64,67,0,108,108,113,0,0,0,0,0,normal
10697,12624,65,67,4,35,35,0,0,0,4,79,85,0,111,111,112,0,0,0,0,0,normal
24983,26511,82,70,0,47,46,0,0,0,1,48,48,0,100,100,97,0,0,0,0,0,normal
15641,37370,70,73,4,126,136,4,0,8,9,66,64,0,113,113,109,0,0,0,0,0,normal
9795,9678,50,46,0,74,74,0,0,1,1,49,51,0,116,116,116,0,0,0,0,0,normal
16786,19662,75,79,1,55,56,0,0,-5,0,83,82,0,127,127,119,0,0,0,0,0,normal
49006,21106,95,86,0,79,78,0,0,2,2,74,82,0,158,158,157,0,0,0,0,0,normal
48934,93160,201,191,0,94,95,0,1,-2,2,98,94,0,171,171,150,0,0,0,0,0,normal
5307,5419,25,24,0,27,29,0,1,0,0,48,49,0,78,78,80,0,0,0,0,0,normal
4102,3044,27,25,4,31,29,0,0,0,4,73,72,0,92,92,92,0,0,0,0,0,normal
26155,43390,107,103,0,74,83,0,0,-1,0,71,60,0,266,266,255,0,0,0,0,0,normal
640657,53644,662,453,4,684,629,0,0,0,4,71,71,0,765,765,688,0,0,0,0,0,normal
1928336,66897,1634,678,0,642,607,0,0,0,0,118,66,0,837,837,812,0,0,0,0,0,normal
1187551,73928,1088,546,0,330,332,0,1,1,3,117,84,0,165,165,155,0,0,0,0,0,normal
247699,52311,260,141,0,35,34,0,0,-1,0,314,203,0,373,373,257,0,0,0,0,0,normal
37082,46393,157,135,0,70,67,0,0,1,1,159,109,0,166,166,153,0,0,0,0,0,normal
38956,46792,141,134,0,89,99,3,0,6,4,112,79,0,143,143,142,0,0,0,0,0,normal
9859,10595,49,43,36,170,171,3,1,-6,35,98,74,0,184,184,184,0,0,0,0,0,normal
29321,25189,76,61,12,57,62,0,0,0,12,90,62,0,98,98,100,0,0,0,0,0,normal
8245,10426,46,44,8,38,39,0,0,0,8,66,66,0,97,97,95,0,0,0,0,0,normal
14996,50899,107,114,0,70,84,0,0,0,0,65,67,0,149,149,144,0,0,0,0,0,normal
16110,17194,65,60,8,48,48,0,0,0,8,67,67,0,101,101,97,0,0,0,0,0,normal
10507,10044,65,49,0,24,26,0,0,0,0,96,71,0,98,98,97,0,0,0,0,0,normal
21553,17557,78,70,0,53,52,0,1,0,2,67,66,0,124,124,115,0,0,0,0,0,normal
5179,5476,35,32,0,24,25,0,0,0,0,48,50,0,66,66,69,0,0,0,0,0,normal
3210,2732,24,32,0,20,20,0,0,0,0,45,47,0,74,74,73,0,0,0,0,0,normal
7956,9402,55,36,8,41,42,0,0,0,8,98,97,0,129,129,126,0,0,0,0,0,normal
40188,44309,69,73,4,38,37,0,1,-1,4,58,57,0,92,92,89,0,0,0,0,0,normal
7338,8225,61,51,0,17,18,0,1,0,0,68,69,0,84,84,85,0,0,0,0,0,normal
14395,18511,45,40,0,30,32,0,0,-1,0,82,83,0,113,113,113,0,0,0,0,0,normal
19317,19730,65,62,0,40,41,0,1,0,1,56,55,0,99,99,97,0,0,0,0,0,normal
11636,11403,83,76,0,30,31,0,0,0,0,68,69,0,100,100,97,0,0,0,0,0,normal
11106,13783,43,38,0,27,29,0,0,0,0,71,56,0,89,89,87,0,0,0,0,0,normal
4293,5789,31,32,0,21,23,0,2,0,0,70,60,0,87,87,86,0,0,0,0,0,normal
6037,2951,32,31,4,30,28,0,0,0,4,119,45,0,89,89,68,0,0,0,0,0,normal
16931,7832,85,22,4,34,36,0,0,0,4,148,67,0,135,135,112,0,0,0,0,0,normal
25944,29912,91,70,4,45,44,0,1,1,5,63,58,0,78,78,77,0,0,0,0,0,normal
6438,6776,32,27,0,34,34,0,0,0,0,65,63,0,98,98,95,0,0,0,0,0,normal
18269,19409,93,82,0,33,29,0,0,-1,0,65,65,0,95,95,89,0,0,0,0,0,normal
6883,6180,38,34,0,26,27,0,0,0,0,55,54,0,83,83,81,0,0,0,0,0,normal
